Hours,Date,Week,25,11,6,15,3,29,17,27,14,1,8,21,28,19,12,13,22,20,9,30,2,24,5,16,10,26,4,7,23,18
24,3/7/12,2,24.315,24.316,24.815,25.315,26.065,26.965,26.676,27.43,28.279,29.156,29.807,24.106,23.943,25.343,26.311,26.129,27.029,27.625,29.355,30.167,23.482,24.388,23.488,24.077,25.177,25.077,25.977,26.657,27.927,28.78
1,3/7/12,2,24.899,24.698,25.399,25.899,26.649,27.549,27.26,28.01,28.863,29.74,30.391,24.488,24.325,25.725,26.693,26.511,27.411,28.007,29.737,30.549,24.066,24.972,24.072,24.661,25.761,25.661,26.561,27.241,28.511,29.364
2,3/7/12,2,24.998,25.05,25.498,25.998,26.748,27.648,27.359,28.11,28.962,29.839,30.49,24.84,24.677,26.077,27.045,26.863,27.763,28.359,30.089,30.901,24.165,25.071,24.171,24.76,25.86,25.76,26.66,27.34,28.61,29.463
3,3/7/12,2,25.651,25.369,26.151,26.651,27.401,28.301,28.012,28.77,29.615,30.492,31.143,25.159,24.996,26.396,27.364,27.182,28.082,28.678,30.408,31.22,24.818,25.724,24.824,25.413,26.513,26.413,27.313,27.993,29.263,30.116
4,3/7/12,2,25.712,25.365,26.212,26.712,27.462,28.362,28.073,28.83,29.676,30.553,31.204,25.155,24.992,26.392,27.36,27.178,28.078,28.674,30.404,31.216,24.879,25.785,24.885,25.474,26.574,26.474,27.374,28.054,29.324,30.177
5,3/7/12,2,25.765,25.916,26.265,26.765,27.515,28.415,28.126,28.88,29.729,30.606,31.257,25.706,25.543,26.943,27.911,27.729,28.629,29.225,30.955,31.767,24.932,25.838,24.938,25.527,26.627,26.527,27.427,28.107,29.377,30.23
6,3/7/12,2,23.765,25.996,24.265,24.765,25.515,26.415,26.126,26.88,27.729,28.606,29.257,25.786,25.623,27.023,27.991,27.809,28.709,29.305,31.035,31.847,22.932,23.838,22.938,23.527,24.627,24.527,25.427,26.107,27.377,28.23
7,3/7/12,2,25.798,26.325,26.298,26.798,27.548,28.448,28.159,28.91,29.762,30.639,31.29,26.115,25.952,27.352,28.32,28.138,29.038,29.634,31.364,32.176,24.965,25.871,24.971,25.56,26.66,26.56,27.46,28.14,29.41,30.263
8,3/7/12,2,25.835,26.49,26.335,26.835,27.585,28.485,28.196,28.95,29.799,30.676,31.327,26.28,26.117,27.517,28.485,28.303,29.203,29.799,31.529,32.341,25.002,25.908,25.008,25.597,26.697,26.597,27.497,28.177,29.447,30.3
9,3/7/12,2,25.832,26.698,26.332,26.832,27.582,28.482,28.193,28.95,29.796,30.673,31.324,26.488,26.325,27.725,28.693,28.511,29.411,30.007,31.737,32.549,24.999,25.905,25.005,25.594,26.694,26.594,27.494,28.174,29.444,30.297
10,3/7/12,2,25.236,26.795,25.736,26.236,26.986,27.886,27.597,28.35,29.2,30.077,30.728,26.585,26.422,27.822,28.79,28.608,29.508,30.104,31.834,32.646,24.403,25.309,24.409,24.998,26.098,25.998,26.898,27.578,28.848,29.701
11,3/7/12,2,26.874,27,27.374,27.874,28.624,29.524,29.235,29.99,30.838,31.715,32.366,26.79,26.627,28.027,28.995,28.813,29.713,30.309,32.039,32.851,26.041,26.947,26.047,26.636,27.736,27.636,28.536,29.216,30.486,31.339
12,3/7/12,2,26.975,27.032,27.475,27.975,28.725,29.625,29.336,30.09,30.939,31.816,32.467,26.822,26.659,28.059,29.027,28.845,29.745,30.341,32.071,32.883,26.142,27.048,26.148,26.737,27.837,27.737,28.637,29.317,30.587,31.44
13,3/7/12,2,27,27.351,27.5,28,28.75,29.65,29.361,30.12,30.964,31.841,32.492,27.141,26.978,28.378,29.346,29.164,30.064,30.66,32.39,33.202,26.167,27.073,26.173,26.762,27.862,27.762,28.662,29.342,30.612,31.465
14,3/7/12,2,27.365,27.698,27.865,28.365,29.115,30.015,29.726,30.48,31.329,32.206,32.857,27.488,27.325,28.725,29.693,29.511,30.411,31.007,32.737,33.549,26.532,27.438,26.538,27.127,28.227,28.127,29.027,29.707,30.977,31.83
15,3/7/12,2,27.356,27.986,27.856,28.356,29.106,30.006,29.717,30.47,31.32,32.197,32.848,27.776,27.613,29.013,29.981,29.799,30.699,31.295,33.025,33.837,26.523,27.429,26.529,27.118,28.218,28.118,29.018,29.698,30.968,31.821
16,3/7/12,2,27.369,28,27.869,28.369,29.119,30.019,29.73,30.48,31.333,32.21,32.861,27.79,27.627,29.027,29.995,29.813,30.713,31.309,33.039,33.851,26.536,27.442,26.542,27.131,28.231,28.131,29.031,29.711,30.981,31.834
17,3/7/12,2,27.894,28,28.394,28.894,29.644,30.544,30.255,31.01,31.858,32.735,33.386,27.79,27.627,29.027,29.995,29.813,30.713,31.309,33.039,33.851,27.061,27.967,27.067,27.656,28.756,28.656,29.556,30.236,31.506,32.359
